""
"Indicator name: Methane (CH4) emissions, per capita  Data Source: null(http://edgar.jrc.ec.europa.eu/), European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v5.0 (1970 - 2015) of November 2019.(http://edgar.jrc.ec.europa.eu/)"
"Description: CH4 emission divided by the population expressed in kilogram per capita. CH4 emission is estimated using a model from the National Institute for Public Health and the Environment, the Netherlands (RIVM) by the following EDGAR divisions: energy, agriculture, waste and others. Others include industrial process emissions, nitrous oxide usage and tropical and temperate forest fires."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1970","187036.16"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1971","192011.02"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1972","193734.10"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1973","197312.71"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1974","205355.93"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1975","208984.78"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1976","201633.46"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1977","196220.67"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1978","191115.08"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1979","185520.69"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1980","189433.82"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1981","194096.81"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1982","192479.32"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1983","186959.62"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1984","187317.96"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1985","181886.04"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1986","175534.72"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1987","170097.25"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1988","169653.39"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1989","165831.87"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1990","165463.82"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1991","166523.93"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1992","168803.02"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1993","169126.34"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1994","173031.33"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1995","173664.64"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1996","173152.35"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1997","172461.25"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1998","170885.22"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","1999","170103.43"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2000","167837.42"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2001","167211.23"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2002","166812.46"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2003","165988.06"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2004","166097.97"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2005","167544.06"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2006","167739.64"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2007","168236.60"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2008","169663.53"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2009","167469.59"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2010","167932.01"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2011","164990.42"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2012","162921.76"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2013","160333.34"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2014","160794.56"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2015","161047.77"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2016","166549.23"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2017","166960.87"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2030","176085.34"
"Methane emissions (CH4) from agriculture (gigagrams)","United States of America","2050","175309.48"
"Indicator name: Nitrous oxide (N2O) emissions from agriculture  Data Source: FAO (http://www.fao.org/), FAOSTAT Agriculture database(http://faostat3.fao.org/home/E)"
"Description: Emissions produced in the different agricultural emissions sub-domains (enteric fermentation, manure management, rice cultivation, synthetic fertilizers, manure applied to soils, manure left on pastures, crop residues, cultivation of organic soils, burning of crop residues, burning of savanna, energy use), providing a picture of the contribution to the total amount of GHG emissions from agriculture. GHG emissions from agriculture consist of non-CO2 gases, namely methane (CH4) and nitrous oxide (N2O), produced by crop and livestock production and management activities. The FAOSTAT emissions database is computed following Tier 1 IPCC 2006 Guidelines for National GHG Inventories (http://www.ipcc-nggip.iges.or.jp/public/2006gl/index.html). GHG emissions are provided by country, regions and special groups, with global coverage, relative to the period 1961-present (with annual updates) and with projections for 2030 and 2050, expressed as Gg CO2 and CO2eq (from CH4 and N2O), by underlying agricultural emission sub-domain and by aggregate (agriculture total, agriculture total plus energy, agricultural soils)."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1961","100153.89"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1962","104558.82"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1963","109810.44"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1964","112605.29"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1965","118594.02"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1966","122658.41"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1967","129126.09"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1968","130044.19"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1969","133389.63"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1970","137636.91"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1971","141603.34"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1972","144253.81"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1973","152478.70"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1974","150833.88"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1975","166014.05"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1976","165153.76"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1977","159800.03"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1978","161436.67"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1979","165279.48"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1980","167161.26"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1981","166961.97"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1982","156688.63"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1983","160138.18"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1984","167693.95"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1985","161136.34"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1986","155642.05"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1987","154304.00"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1988","149418.92"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1989","155720.51"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1990","167779.69"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1991","167521.75"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1992","171907.06"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1993","175421.03"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1994","176718.84"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1995","177033.46"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1996","181327.53"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1997","180618.46"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1998","181051.76"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","1999","178784.67"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2000","174502.18"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2001","175612.30"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2002","174668.27"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2003","180774.17"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2004","182404.81"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2005","179665.38"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2006","182798.80"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2007","185738.36"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2008","182678.36"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2009","179292.16"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2010","180670.75"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2011","186186.02"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2012","184873.18"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2013","187208.78"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2014","186546.93"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2015","185831.43"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2016","190013.35"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2017","188368.31"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2030","185610.46"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","United States of America","2050","191331.27"
"Indicator name: Nitrous oxide (N2O) emissions, Kt  Data Source: null(http://edgar.jrc.ec.europa.eu/), European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v5.0 (1970 - 2015) of November 2019.(http://edgar.jrc.ec.europa.eu/)"
"Description: N2O emission is estimated using a model from the National Institute for Public Health and the Environment, the Netherlands (RIVM) by the following EDGAR divisions: energy, agriculture, waste and others. Others include industrial process emissions, nitrous oxide usage and tropical and temperate forest fires."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1970","990.50"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1971","1000.50"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1972","1022.99"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1973","1053.38"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1974","1030.91"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1975","1042.18"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1976","1063.51"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1977","1075.32"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1978","1087.47"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1979","1123.30"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1980","1072.20"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1981","1052.33"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1982","972.64"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1983","964.76"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1984","999.32"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1985","962.46"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1986","941.03"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1987","940.84"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1988","926.06"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1989","946.48"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1990","930.06"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1991","929.46"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1992","957.70"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1993","961.49"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1994","996.29"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1995","1000.86"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1996","1027.71"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1997","1027.94"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1998","1024.74"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","1999","1017.32"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2000","1021.62"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2001","1007.57"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2002","993.84"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2003","998.31"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2004","1013.06"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2005","1000.48"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2006","1016.11"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2007","1006.35"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2008","974.58"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2009","963.86"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2010","988.28"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2011","985.50"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2012","973.37"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2013","991.88"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2014","988.80"
"Nitrous oxide (N2O) emissions, Kt (Thousand tons)","United States of America","2015","986.66"
"Indicator name: Nitrous oxide (N2O) emissions from agriculture  Data Source: FAO (http://www.fao.org/), FAOSTAT Agriculture database(http://faostat3.fao.org/home/E)"
"Description: Emissions produced in the different agricultural emissions sub-domains (enteric fermentation, manure management, rice cultivation, synthetic fertilizers, manure applied to soils, manure left on pastures, crop residues, cultivation of organic soils, burning of crop residues, burning of savanna, energy use), providing a picture of the contribution to the total amount of GHG emissions from agriculture. GHG emissions from agriculture consist of non-CO2 gases, namely methane (CH4) and nitrous oxide (N2O), produced by crop and livestock production and management activities. The FAOSTAT emissions database is computed following Tier 1 IPCC 2006 Guidelines for National GHG Inventories (http://www.ipcc-nggip.iges.or.jp/public/2006gl/index.html). GHG emissions are provided by country, regions and special groups, with global coverage, relative to the period 1961-present (with annual updates) and with projections for 2030 and 2050, expressed as Gg CO2 and CO2eq (from CH4 and N2O), by underlying agricultural emission sub-domain and by aggregate (agriculture total, agriculture total plus energy, agricultural soils)."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1961","69027.83"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1962","70757.88"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1963","75566.06"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1964","82781.24"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1965","89902.51"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1966","99652.81"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1967","98325.12"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1968","100835.41"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1969","104385.43"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1970","109969.67"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1971","113930.10"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1972","119894.18"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1973","125273.23"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1974","123302.48"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1975","132118.41"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1976","131837.34"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1977","145006.19"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1978","160957.38"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1979","172407.41"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1980","184103.65"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1981","180630.80"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1982","187551.14"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1983","200824.13"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1984","211140.50"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1985","203522.90"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1986","207126.52"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1987","233288.07"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1988","246587.09"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1989","254835.78"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1990","264957.07"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1991","271202.98"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1992","275920.32"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1993","265419.16"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1994","278363.64"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1995","319215.07"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1996","342474.30"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1997","310088.67"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1998","315676.37"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","1999","329103.59"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2000","317700.14"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2001","316931.61"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2002","333560.05"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2003","331412.88"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2004","341623.60"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2005","346455.37"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2006","350327.56"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2007","350926.58"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2008","358583.85"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2009","364228.04"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2010","370866.69"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2011","371190.00"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2012","375545.12"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2013","377226.29"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2014","378300.41"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2015","383566.16"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2016","383645.80"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2017","375333.64"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2030","427345.87"
"Nitrous oxide (N2O) emissions from agriculture (gigagrams)","China","2050","459335.64"
